rank,product_type,lots,share_pct,cumulative_pct
835,гранат,61,0.013,91.88
836,шкворень,61,0.013,91.89
837,устройство прошивка,61,0.013,91.91
838,водноспиртовый,61,0.013,91.92
839,гербицид,61,0.013,91.93
840,ацикловира,61,0.013,91.95
841,левомицетин,60,0.013,91.96
842,жир,60,0.013,91.97
843,декспантенол,60,0.013,91.99
844,тетрациклин,60,0.013,92.00
845,свитер,60,0.013,92.01
846,полироль,59,0.013,92.02
847,чечевица,59,0.013,92.04
848,битый,59,0.013,92.05
849,кирпич,59,0.013,92.06
850,уксуснокислый,59,0.013,92.08
851,трапеция,59,0.013,92.09
852,видеокарта,58,0.013,92.10
853,амоксициллин,58,0.013,92.11
854,дифенгидрамин,58,0.013,92.13
855,ваза,58,0.013,92.14
856,газовый,58,0.013,92.15
857,сандалия,58,0.013,92.17
858,седёлка,58,0.013,92.18
859,горбуша,57,0.012,92.19
860,ряженка,57,0.012,92.20
861,швеллер,57,0.012,92.22
862,воронка,57,0.012,92.23
863,секундомер,57,0.012,92.24
864,сальбутамол,57,0.012,92.25
865,йодид,57,0.012,92.26
866,баннер,57,0.012,92.28
867,бензокос,57,0.012,92.29
868,сено,57,0.012,92.30
869,короб,57,0.012,92.31
870,средство водоотталкивающий,57,0.012,92.33
871,барабан,56,0.012,92.34
872,объявление,56,0.012,92.35
873,уровень,56,0.012,92.36
874,благодарственный,56,0.012,92.38
875,наклейка,56,0.012,92.39
876,метчик,56,0.012,92.40
877,разъём,56,0.012,92.41
878,гимнастический,56,0.012,92.43
879,средство специальный,55,0.012,92.44
880,бирка,55,0.012,92.45
881,лыжа,55,0.012,92.46
882,вышивка,55,0.012,92.47
883,регистратор,55,0.012,92.49
884,крага,55,0.012,92.50
885,колено,55,0.012,92.51
886,пульсоксиметр,55,0.012,92.52
887,тыква,54,0.012,92.53
888,адеметионин,54,0.012,92.54
889,витамин,54,0.012,92.56
890,резинка,54,0.012,92.57
891,пирацет,54,0.012,92.58
892,брошюровщик,54,0.012,92.59
893,прищепка,54,0.012,92.60
894,лампа сверхвысокочастотный,54,0.012,92.62
895,пол,54,0.012,92.63
896,поручень,54,0.012,92.64
897,термопринтер,54,0.012,92.65
898,изолятор,53,0.012,92.66
899,клипса,53,0.012,92.67
900,бумага газетный,53,0.012,92.69
901,фарш,53,0.012,92.70
902,накопитель,53,0.012,92.71
903,бюстгальтер,53,0.012,92.72
904,конус,53,0.012,92.73
905,приобритение,52,0.011,92.74
906,метронидазола,52,0.011,92.75
907,сорочка,52,0.011,92.77
908,пентоксифиллин,52,0.011,92.78
909,носилки,52,0.011,92.79
910,затирка,52,0.011,92.80
911,свисток,52,0.011,92.81
912,напиток,52,0.011,92.82
913,подъёмник,52,0.011,92.83
914,книжка,52,0.011,92.85
915,пресс,52,0.011,92.86
916,рацион,52,0.011,92.87
917,товар,52,0.011,92.88
918,варение,51,0.011,92.89
919,кассета,51,0.011,92.90
920,казан,51,0.011,92.91
921,потолок,51,0.011,92.92
922,мыльница,51,0.011,92.94
923,метоклопрамида,51,0.011,92.95
924,бульон,51,0.011,92.96
925,кимоно,51,0.011,92.97
926,силикон,51,0.011,92.98
927,разъединитель,51,0.011,92.99
928,нагель,50,0.011,93.00
929,пододеяльник,50,0.011,93.01
930,кабачок,50,0.011,93.02
931,лампа специализировать,50,0.011,93.03
932,кусачки,50,0.011,93.05
933,велосипед,50,0.011,93.06
934,лицензия,50,0.011,93.07
935,фуражка,50,0.011,93.08
936,бассейн,50,0.011,93.09
937,застёжка,50,0.011,93.10
938,мебель,50,0.011,93.11
939,электро,50,0.011,93.12
940,анализатор,50,0.011,93.13
941,камень,50,0.011,93.14
942,гидронасос,49,0.011,93.15
943,распределитель,49,0.011,93.17
944,гидрант,49,0.011,93.18
945,напальчник,49,0.011,93.19
946,суппорт,49,0.011,93.20
947,полуось,49,0.011,93.21
948,точка,48,0.010,93.22
949,скумбрия,48,0.010,93.23
950,бензидамин,48,0.010,93.24
951,цианокобаламин,48,0.010,93.25
952,цитиколин,48,0.010,93.26
953,распылитель,48,0.010,93.27
954,роза,48,0.010,93.28
955,дистиллятор,48,0.010,93.29
956,конёк,48,0.010,93.30
957,стяжка,48,0.010,93.31
958,паяльник,48,0.010,93.32
959,столовый,48,0.010,93.33
960,джемпер,48,0.010,93.34
961,умывальник,48,0.010,93.35
962,хладагент,48,0.010,93.37
963,скальпель,47,0.010,93.38
964,гексана,47,0.010,93.39
965,здание,47,0.010,93.40
966,водород,47,0.010,93.41
967,микроскоп,47,0.010,93.42
968,сито,47,0.010,93.43
969,лобзик,46,0.010,93.44
970,ксилометазолин,46,0.010,93.45
971,мембрана,46,0.010,93.46
972,сливка,46,0.010,93.47
973,троксерутина,46,0.010,93.48
974,пирожное,46,0.010,93.49
975,блузка,46,0.010,93.50
976,юрта,46,0.010,93.51
977,солидол,46,0.010,93.52
978,икра,45,0.010,93.53
979,цефазолин,45,0.010,93.54
980,спред,45,0.010,93.55
981,золототысячник,45,0.010,93.56
982,центрифуга,45,0.010,93.57
983,эпинефрина,45,0.010,93.58
984,таймер,45,0.010,93.59
985,лемех,45,0.010,93.60
986,лампа дуговой,45,0.010,93.61
987,нарукавник,45,0.010,93.62
988,воздуходувка,44,0.010,93.62
989,растение,44,0.010,93.63
990,расходомер,44,0.010,93.64
991,галстук,44,0.010,93.65
992,флуконазол,44,0.010,93.66
993,билет,44,0.010,93.67
994,пуговица,44,0.010,93.68
995,уплотнитель,44,0.010,93.69
996,фосфат,44,0.010,93.70
997,скатерть,44,0.010,93.71
998,юбка,44,0.010,93.72
999,тормозной,44,0.010,93.73
1000,хлебница,44,0.010,93.74
1001,устройство компьютерный,43,0.009,93.75
1002,урсодезоксихолевый,43,0.009,93.76
1003,сухарь,43,0.009,93.77
1004,канцтовары,43,0.009,93.78
1005,вставка,43,0.009,93.79
1006,бампер,43,0.009,93.80
1007,бисер,43,0.009,93.81
1008,бумага фильтровальный,43,0.009,93.82
1009,праймера,43,0.009,93.82
1010,щиток,43,0.009,93.83
1011,рама,42,0.009,93.84
1012,футляр,42,0.009,93.85
1013,диоксид,42,0.009,93.86
1014,канюля,42,0.009,93.87
1015,глицерин,42,0.009,93.88
1016,пассатижи,42,0.009,93.89
1017,объектив,42,0.009,93.90
1018,лапа,42,0.009,93.91
1019,оповещатель,42,0.009,93.92
1020,зонт,42,0.009,93.93
1021,карниз,42,0.009,93.93
1022,баллон,42,0.009,93.94
1023,гамаша,42,0.009,93.95
1024,гидроцилиндр,42,0.009,93.96
1025,щипец,41,0.009,93.97
1026,концелярский,41,0.009,93.98
1027,дихлофос,41,0.009,93.99
1028,диплом,41,0.009,94.00
1029,шарф,41,0.009,94.01
1030,банк,41,0.009,94.02
1031,подогреватель,41,0.009,94.03
1032,бумага индикаторный,41,0.009,94.03
1033,мантоварка,41,0.009,94.04
1034,диосмектит,41,0.009,94.05
1035,устройство защита,41,0.009,94.06
1036,левофлоксацин,41,0.009,94.07
1037,эспандер,41,0.009,94.08
1038,татами,41,0.009,94.09
1039,штора,41,0.009,94.10
1040,энергоаккумулятор,41,0.009,94.11
1041,газ,40,0.009,94.11
1042,китель,40,0.009,94.12
1043,цыплёнок,40,0.009,94.13
1044,кельма,40,0.009,94.14
1045,амилметакрезол,40,0.009,94.15
1046,колпачок,40,0.009,94.16
1047,краситель,40,0.009,94.17
1048,конструкция,40,0.009,94.18
1049,инсектицид,40,0.009,94.18
1050,шумовка,40,0.009,94.19
1051,ширма,40,0.009,94.20
1052,пелёнка,40,0.009,94.21
1053,штангенциркуль,40,0.009,94.22
1054,фуросемид,40,0.009,94.23
1055,шорты,40,0.009,94.24
1056,аппарат физиотерапевтический,40,0.009,94.25
1057,фито,40,0.009,94.25
1058,диосмина,39,0.009,94.26
1059,подвес,39,0.009,94.27
1060,машина специальный,39,0.009,94.28
1061,гильза,39,0.009,94.29
1062,амлодипин,39,0.009,94.30
1063,сёмга,39,0.009,94.31
1064,прополис,39,0.009,94.31
1065,этанол,39,0.009,94.32
1066,тиосульфат,39,0.009,94.33
1067,бинокль,39,0.009,94.34
1068,бокс,39,0.009,94.35
1069,плоттер,39,0.009,94.36
1070,пилокарпин,39,0.009,94.36
1071,битумный,39,0.009,94.37
1072,гайковёрт,39,0.009,94.38
1073,машина снегоуборочный,38,0.008,94.39
1074,масса,38,0.008,94.40
1075,эссенциальный,38,0.008,94.41
1076,конина,38,0.008,94.42
1077,экстракт,38,0.008,94.42
1078,гипс,38,0.008,94.43
1079,прибор речевой,38,0.008,94.44
1080,шлагбаум,38,0.008,94.45
1081,необходимый,38,0.008,94.46
1082,кофеин,38,0.008,94.46
1083,утеплитель,38,0.008,94.47
1084,бальзам,38,0.008,94.48
1085,метилурациловый,37,0.008,94.49
1086,лорноксик,37,0.008,94.50
1087,печень,37,0.008,94.51
1088,значок,37,0.008,94.51
1089,битум,37,0.008,94.52
1090,антенна,37,0.008,94.53
1091,машинка,37,0.008,94.54
1092,бизнес,37,0.008,94.55
1093,подложка,37,0.008,94.55
1094,дымосос,37,0.008,94.56
1095,кулак,37,0.008,94.57
1096,коронка,37,0.008,94.58
1097,плашка,37,0.008,94.59
1098,бот,36,0.008,94.59
1099,средство защитный,36,0.008,94.60
1100,резина,36,0.008,94.61
1101,бромгексин,36,0.008,94.62
1102,приз,36,0.008,94.63
1103,ацетилцистеин,36,0.008,94.63
1104,прибор кабельный,36,0.008,94.64
1105,серп,36,0.008,94.65
1106,микропробирка,36,0.008,94.66
1107,стройматериал,36,0.008,94.67
1108,стропило,36,0.008,94.67
1109,винпоцетин,36,0.008,94.68
1110,прицеп,35,0.008,94.69
1111,мундштук,35,0.008,94.70
1112,теноксик,35,0.008,94.70
1113,мочевина,35,0.008,94.71
1114,штанга,35,0.008,94.72
1115,бензокаин,35,0.008,94.73
1116,водный,35,0.008,94.73
1117,флуоцинолон,35,0.008,94.74
1118,мармелад,35,0.008,94.75
1119,формалин,35,0.008,94.76
1120,пластик,35,0.008,94.76
1121,наматрасник,35,0.008,94.77
1122,карточка,35,0.008,94.78
1123,демонстрационный,35,0.008,94.79
1124,система специализировать,35,0.008,94.80
1125,мишень,35,0.008,94.80
1126,ячмень,35,0.008,94.81
1127,тиски,35,0.008,94.82
1128,сульфаниламид,35,0.008,94.83
1129,авто,35,0.008,94.83
1130,сарделька,34,0.007,94.84
1131,дезодорант,34,0.007,94.85
1132,теплообменник,34,0.007,94.86
1133,толперизон,34,0.007,94.86
1134,пропан,34,0.007,94.87
1135,блюдо,34,0.007,94.88
1136,бутыль,34,0.007,94.89
1137,текущий,34,0.007,94.89
1138,шторка,34,0.007,94.90
1139,электроконвектор,34,0.007,94.91
1140,система медицинский,33,0.007,94.92
1141,лупа,33,0.007,94.92
1142,повязка,33,0.007,94.93
1143,спиронолактон,33,0.007,94.94
1144,анестезин,33,0.007,94.94
1145,полуфабрикат,33,0.007,94.95
1146,смола,33,0.007,94.96
1147,брелок,33,0.007,94.97
1148,лампа ультрафиолетовый,33,0.007,94.97
1149,булавка,33,0.007,94.98
1150,агар,33,0.007,94.99
1151,измеритель,33,0.007,94.99
1152,ротор,33,0.007,95.00
1153,трибуна,33,0.007,95.01
1154,расчёска,33,0.007,95.02
1155,декор,33,0.007,95.02
1156,тент,33,0.007,95.03
1157,поршень,33,0.007,95.04
1158,дроссель,33,0.007,95.04
1159,гитара,33,0.007,95.05
1160,подавитель,33,0.007,95.06
1161,прибор демонстрационный,33,0.007,95.07
1162,сазан,32,0.007,95.07
1163,мультиварка,32,0.007,95.08
1164,арбуз,32,0.007,95.09
1165,винтовка,32,0.007,95.09
1166,сироп,32,0.007,95.10
1167,халва,32,0.007,95.11
1168,мельдонья,32,0.007,95.12
1169,бисопролоть,32,0.007,95.12
1170,вантуз,32,0.007,95.13
1171,контргайка,32,0.007,95.14
1172,композиция,32,0.007,95.14
1173,ледоруб,32,0.007,95.15
1174,мастер,32,0.007,95.16
1175,гидрокомпенсатор,32,0.007,95.16
1176,накидка,32,0.007,95.17
1177,пиала,32,0.007,95.18
1178,оксид,32,0.007,95.19
1179,крестик,32,0.007,95.19
1180,коммутационный,32,0.007,95.20
1181,вышка,32,0.007,95.21
1182,система контроль,32,0.007,95.21
1183,зуб,32,0.007,95.22
1184,ингалятор,32,0.007,95.23
1185,школа,32,0.007,95.23
1186,масло трансформаторный,32,0.007,95.24
1187,калька,31,0.007,95.25
1188,маховик,31,0.007,95.25
1189,термоплёнка,31,0.007,95.26
1190,чемодан,31,0.007,95.27
1191,масло индустриальный,31,0.007,95.27
1192,лактулоза,31,0.007,95.28
1193,шестигранник,31,0.007,95.29
1194,бетагистина,31,0.007,95.30
1195,стеклоподъёмник,31,0.007,95.30
1196,глюконат,31,0.007,95.31
1197,гидрошланг,31,0.007,95.32
1198,шкив,31,0.007,95.32
1199,хлорамин,31,0.007,95.33
1200,этилметилгидроксипиридин,31,0.007,95.34
1201,персульфат,31,0.007,95.34
1202,барьер,31,0.007,95.35
1203,каналорасширитель,31,0.007,95.36
1204,сенокосилка,31,0.007,95.36
1205,гвоздодёр,31,0.007,95.37
1206,мобильный,31,0.007,95.38
1207,сигнал,31,0.007,95.38
1208,сульфацетамид,30,0.007,95.39
1209,цефуроксить,30,0.007,95.40
1210,полоса,30,0.007,95.40
1211,зефир,30,0.007,95.41
1212,мелоксик,30,0.007,95.42
1213,гемодериват,30,0.007,95.42
1214,лампа паяльный,30,0.007,95.43
1215,оксиметазолин,30,0.007,95.44
1216,вазелин,30,0.007,95.44
1217,платифиллин,30,0.007,95.45
1218,электротехнический,30,0.007,95.46
1219,электропаяльник,30,0.007,95.46
1220,салатница,30,0.007,95.47
1221,драйвер,30,0.007,95.47
1222,ванилин,30,0.007,95.48
1223,штифт,30,0.007,95.49
1224,газоанализатор,30,0.007,95.49
1225,косилка,30,0.007,95.50
1226,церебролизин,30,0.007,95.51
1227,хаб,30,0.007,95.51
1228,таль,30,0.007,95.52
